0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.765583066822293379e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.234720921465738197e-01
-1.365770822025927034e+00,0.000000000000000000e+00,-1.032534856815341184e+00,0.000000000000000000e+00,6.734211146848313456e-01,1.657988164262996778e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.791134085473070625e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.837231687474674136e-01,1.300103171784991352e+00,-1.279631786253257797e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.503794264292383165e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.616826522410308664e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.058234029628149164e-01
1.942084075396071530e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.820931706553034157e-01,0.000000000000000000e+00,-1.149847407937896415e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.890919969099525533e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.182316660377138673e+00,-1.265893263477407826e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.605811962023951267e+00,6.125339291877271997e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.174529180835961473e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.732837101135402014e+00,0.000000000000000000e+00,1.773879740039473463e+00,6.718328598470770796e-01,8.595723630942082583e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.524520334953025857e+00,-1.680536013426617625e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.953647596509970219e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
